_id,detail,discount,link,oldprice,press,price,title 
p25190385,一对年轻的夫妻，他们经历了从相恋到结婚的温馨甜蜜，却在婚后数年里变得越来越沉默。这一天，他们决定召集朋友们到海滩上进行一场通宵达旦的海鲜大餐，每个人都必须讲一个故事，到天亮时由丈夫向朋友们宣布两人分手的消息 于是，故事开始了。本作品是法兰西学院小说大奖、龚古尔文学奖得主米歇尔 图尼埃的经典短篇小说集。, (5折) ,http://product.dangdang.com/25190385.html,¥45.00,人民文学出版社,¥22.50, 爱情半夜餐（短经典精选·软精装）
p24167632,, (7.59折) ,http://product.dangdang.com/24167632.html,¥36.00,长江文艺出版社,¥27.30, 钢琴师（精装）
p24230518,"★马克 吐温晚年温情力作 , 日记体形式展现令人魂牵梦萦的情与爱，堪称经典传世作品。 ★配有著名插画家莱斯特 拉尔夫和弗雷德里克 施特罗特曼所画插图。", (7.86折) ,http://product.dangdang.com/24230518.html,¥28.00,上海译文出版社,¥22.00, 亚当夏娃日记(译文经典)
p23480639,喧嚣世界中难得的催人泪下的文学著作，在这个世界上，总有一些东西让我们感动，总有一种情感让我们情不自禁……本年度*让人期待的图书，所有爱自己亲人的人都应该阅读此书，所有心中有爱的人都不应该错过此书。, (2.9折) ,http://product.dangdang.com/23480639.html,¥28.00,作家出版社,¥8.12, 我知道，其实你一直在我身边
p25068056,斯蒂芬 金*部以侦探为主角的长篇小说。 听说过《肖申克的救赎》，怎么可以不读斯蒂芬 金？ 他的所有作品均为全球畅销书，有超过百部影视作品取材自他的小说，汤姆 汉克斯、安东尼 霍普金斯、蒂姆 罗宾斯、凯西 贝茨 都以出演他的电影为荣！ 同名美剧《梅赛德斯先生》将于2017年秋季播出，由《权利的游戏》和《迷失》的导演杰克 本德斯执导。 悬疑类小说奖项 爱伦 坡奖2015年得主！Goodreads网站年度选书大奖！ 《教父》译者姚向辉精准翻译！, (5折) ,http://product.dangdang.com/25068056.html,¥58.00,人民文学出版社,¥29.00, 梅赛德斯先生（“梅赛德斯先生”三部曲）
p1211392960,, (3.23折) ,http://product.dangdang.com/1211392960.html,¥458.80,unknow,¥148.00, B 《巨人的陨落》《世界的凛冬》《永恒的边缘》 《追风筝的人》（套装共10册）（全球读者平均3个通宵读完的超级小说）外
p25185504,年度爱奇艺同名超级大剧 敬请期待 你可以说，这是一本悬疑小说，但它不仅仅只有悬疑 你可以说，这是一本魔幻小说，但它不仅仅只有魔幻 你可以说，这是一本野史小说，但它不仅仅只有野史 一部世上*无法被定义的小说 等你来定义 摇光、天璇、天玑、玉衡、开阳、天权、天枢 七星阵法 水分、晷分、听弦、看蜡、冥战、算沙、黑暗传 七线并行 翻开这本书，你会看到，一个新的为正史不载的世界之门正被打开 过去，我们称那个风尘异人迭出的世界为江湖，在老蛇笔下，这里是诡道的世界, (7.2折) ,http://product.dangdang.com/25185504.html,¥35.00,百花洲文艺出版社,¥25.20, 大宗师5：摇光临阵
p23377569,我知道天下所有的宴席都有终结。 但依然希望这一刻，这注定破碎成空的丰美和悲哀，永无停顿。 安妮宝贝**小说 给予所有期待、行进、破碎或完成的恋人、情人、伴侣们 爱没有对错、真假、是非，它是人对自身的探索、实践和验证 它不持原则，无需评断，它*终是一种洞悉，一种原谅 相信爱，一如相信真相。 相信你，一如相信自己。, (4.99折) ,http://product.dangdang.com/23377569.html,¥37.50,北京十月文艺出版社,¥18.70, 春宴（安妮宝贝作品）
p25222212,★柚木麻子：东野圭吾、宫部美雪激赞的新生代女作家！出道即获新人赏；四次直木赏入围、山本周五郎赏受赏；《伊藤君A到E》《午餐的敦子》实力见证！ ★日本版《欢乐颂》！一部笑中带泪、糖中有毒的都市乐活小说：我会一直陪着你，从女孩到女人。 ★女人之间的友谊，就像恋爱一样，既有高潮又有低谷。 ★柚木小姐笔力深厚，文气天成，是当下zui受瞩目的作家之一。 白石一文 ★随书附送书签一张。, (7.1折) ,http://product.dangdang.com/25222212.html,¥42.00,中国友谊出版公司,¥29.80, 四重奏·始
p25097694,, (5折) ,http://product.dangdang.com/25097694.html,¥35.80,译林出版社,¥17.90, 似水柔情
p1313158157,, (9.06折) ,http://product.dangdang.com/1313158157.html,¥106.00,unknow,¥96.00, 正版 射雕英雄传全套共4册 金庸作品集三联版 金庸经典电视剧原版书籍 武侠文学经典小说朗声旧版 老版 中国侠义小说
p24042926,渡边淳一初恋原型，影响文学大师创作生涯的青涩往事 青春、恋爱、传记、推理 独一无二的渡边作品，独特全新的阅读体验, (5折) ,http://product.dangdang.com/24042926.html,¥39.00,青岛出版社,¥19.50, 魂断阿寒湖
p25062873,☆北欧版《霍乱时期的爱情》瑞典每8个人中就有1个人观看并为之落泪 ☆作者乔纳斯?嘉德尔因为此书获选为年度风云人物，由瑞典王储亲自颁奖 ☆瑞典哥特堡书展*有声书奖（由文化局长亲自颁奖） ☆QX杂志选为全国年度书籍☆同名影集同名影集获得瑞典国家电视台水晶奖年度*电视剧、法国欧洲电视剧论坛*公众影集，首播不仅创下120万观众收视率（意味瑞典每八个人就有一人在收看）并且击败《冰与火之歌》荣膺欧洲电视大奖，豆瓣评分9.0分 ☆头脑可以接受劝告，心却不能，太容易告别的年代，他们爱的像置身事外他们要的并没有过多，只是可以爱和被爱，即使这份爱注定是一个深渊。这个城市毁灭了，年轻人病了，但是请记得，这就是他们自己的人生，他们*想要的人生，而病，也是一种人, (7.08折) ,http://product.dangdang.com/25062873.html,¥38.00,甘肃人民美术出版社,¥26.90, 戴上手套擦泪：01相遇
p25230673,☆ 行业剧女王 牛莹 温暖力作 ☆ 高调张扬的闺蜜、埋头苦干的男同事、混杂在人群中的富二代 描绘职场众生相 ☆ 我用尽全力，穿过我们之间的光阴岁月，与曾经的所有达成和解。当我们十指紧扣的那一刻，终于明白等待和守望的意义。我想就是这样，我们用大段时间去迷茫，用一瞬间来成长。 ☆ 钻石般迷人的投行，是否透露着想象中的温度，置身其中，是冰冷，还是灼伤, (5折) ,http://product.dangdang.com/25230673.html,¥39.80,中国华侨出版社,¥19.90, 投行风云
p25183532,第34届 大佛次郎奖（朝日新闻） 第61届 每日出版文化奖（每日新闻） 2008年日本书店大奖第4名 2007年 週刊文春推理小说 BEST 10 第8名, (5折) ,http://product.dangdang.com/25183532.html,¥48.00,人民文学出版社,¥24.00, 逃离
p1372357059,*超人气《环太平洋》系列电影官方小说，传奇影正版授权！ *随书附赠《环太平洋》系列官方小说设定手册，权威的官方设定，完整的怪兽、机甲资料！ *还原电影未能展开的故事，完善《环太平洋》的世界。本书的故事是对电影的补充和延伸，揭示了机甲、怪兽以及PPDC的诸多细节和秘密，从而使《环太平洋》的世界更加完整。对于任何一个想要一探究竟的科幻迷而言，本书都不容错过！ *更饱满的人物形象，更神秘的幕后主使，更激情的打斗场面，带你享受视听震撼之外的文字盛宴！, (5折) ,http://product.dangdang.com/1372357059.html,¥137.80,unknow,¥68.90, 环太平洋套装（全三册）
p24037857,一部关于外八门的江湖手段、门派规矩及当代现状的揭秘小说一部关于当代千门纵横江湖、谋略江湖的千局传奇不懂千术的人，不足以闯江湖不懂千局的人，不足以谋天下当局者迷，旁观者亦迷，无一人能控全局的局中局。 【同类图书推荐】 《 人生继承者 》郝景芳《北京折叠》、刘慈欣《 时间移民 》之后， 科幻志 新书推荐。 《 诸神的黄昏 》（全二册）继刘慈欣、郝景芳、王晋康、何夕之后， 科幻志 系列推荐新书。青春与年少、热血与梦想，引领后《三体》时代中国科幻的未来。 《 灯下黑 》《 灯下黑2 》又名 中国异闻录 ， 悬疑怪才 羊行屮著， 异闻录系列 新品。 《 心理大师 》荣获 壹心理 网站2015年度超受读者喜爱心理学图书奖！催眠对决、潜意识反击、精神分裂，一部几乎囊括, (5折) ,http://product.dangdang.com/24037857.html,¥35.00,江苏文艺出版社,¥17.50, 千门八将1.八将聚首
p25265738,1.《时代周刊》100部Z伟大英语小说，美国现代图书馆20世纪百大英文小说。 2.萨特、加缪之后的天才作家兼哲学家，布克奖得主兼评委艾丽丝 默多克成名作。 3.人生没有 局外人 ，无人不在 网之下 。 4.6次入围布克奖短名单，布克奖史上Z具思辨性的小说家。美国文学评论界： 默多克的逝世意味着英国再也没有世界一流的作家了。 5.以小说的形式探讨美学与道德哲学，关于文艺、自由、爱、性、道德、命运，既轻佻又严肃，既荒谬亦正经的黑色幽默。, (6.92折) ,http://product.dangdang.com/25265738.html,¥45.00,北京燕山出版社,¥31.10, 在网下（天下经典）
p23972384,《第五波入侵》是美国著名青少年科幻小说家里克?扬西的*力作。故事集科幻、冒险、言情、阴谋于一体，讲述了地球遭到外星人的攻击，城市被摧毁、人类文明倒退，16岁少女凯西作为仅存人类之一，挣扎生存、寻找希望的故事。细致入微的场景描写，真实生动的心理挣扎，把读者带到了一个宏大惊险的星球大战里。第五波进攻即将到来，到底这场战争会成为人类的终点还是新纪元的起点？, (5折) ,http://product.dangdang.com/23972384.html,¥32.80,湖南文艺出版社,¥16.40, 第5波入侵
p23846864,“小说家中的小说家”屠格涅夫代表作，经典名著 被誉为“俄国文学中浓缩、紧凑的长篇小说”之一 托尔斯泰，毛姆，村上春树等众多名家推荐, (5折) ,http://product.dangdang.com/23846864.html,¥38.80,译林出版社,¥19.40, 双语译林: 父与子
p23603362,*渡边淳一 乐园三部曲 收官之作 *遗作《欲乐园》中国首度震撼上市 *国民大师留给世人*后的关怀 *深入剖析日本社会生态的现实主义巨著, (7.12折) ,http://product.dangdang.com/23603362.html,¥45.00,百花洲文艺出版社,¥32.00, 欲乐园
p23268181,儒尔·凡尔纳被誉为“现代科幻小说的鼻祖”、“科学时代的预言家”。凡尔纳的科幻作品，涉及的范围从地球到宇宙空间，从地质、地理到航海、航天，可以说是包罗万象、无所不及。这些作品巧妙地把现实和幻想结合起来，以夸张的手法和形象反映了19世纪“机器时代”人们征服自然、改造自然的意志和愿望，并且不同程度地表现了一些重大的社会历史事件。此外，他的作品情节惊险，人物生动，融知识性、趣味性、创造性于一体，在尊重科学的基础上大胆预测未来。凡尔纳在自然科学方面提出的许多预言和假设，有的已得到了后人的证明，有的则至今还激发着人们的想像力和创造精神。《太阳系历险记》为他的其中一部经典力作。19世纪中叶，一颗彗星突然与地球相撞，地中海附近的一些居民被带到彗星上，从此开始在太阳系漫游；他们在一位法国上尉的, (7.5折) ,http://product.dangdang.com/23268181.html,¥20.00,译林出版社,¥15.00, 凡尔纳作品精选：太阳系历险记（囊括凡尔纳十三部代表作 权威法语全译本 ）
p1397631396,, (7.41折) ,http://product.dangdang.com/1397631396.html,¥108.00,unknow,¥80.00, 神雕侠侣 金庸正版朗声新修版共4册 金庸全集武侠小说 射雕英雄传天龙八部笑傲江湖鹿鼎记倚天屠龙记 金庸小说作品集正版
p23634196,在近三十年的创作中，毕飞宇不以高产著称，但他的每一部作品从创作伊始，就被赋予了坚实的质地，都折射出毕飞宇文字的一个独特品质，那就是他始终如一的对于知识分子立场的坚持和维护。他的文字始终关注人，关注人和他所处的社会的紧张关系，关注人的疼痛，关注这个社会的病痛，这个几乎可以说从五四以来的一个经典命题，毕飞宇在他的创作中，给予了新时期的承担和回应。这正是毕飞宇创作可以一直保持较高水准的原点所在，也是他赢得广泛而经久的尊重和热爱的内因。他的作品值得大家经久捧读。, (7.72折) ,http://product.dangdang.com/23634196.html,¥28.00,人民文学出版社,¥21.60, 上海往事
p23460818,★诺贝尔学院、《纽约时报》“所有时代百部**文学作品”《这个世界土崩瓦解了》作者阿契贝*诙谐的作品 ★钦努阿·阿契贝是一位有魔力的作家，也是二十世纪*伟大的作家之一。——玛格丽特?阿特伍德 ★这是个荒诞、古怪、没心没肺的世界，也是个紧张、闭塞、令人绝望的世界，但终究还是个世界——有善，有恶，还有许许多多的英雄壮举，只是大多数时候，它们都远在这些人物的视野之外。, (3.68折) ,http://product.dangdang.com/23460818.html,¥25.00,南海出版公司,¥9.20, 一只祭祀用的蛋
p410260757,大江东去套装（全3册） 艰难的制造）《琅琊榜》《欢乐颂》出品方正午阳光新剧《大江大河》原著小说《大江东去》 后续《艰难的制造》。中国实体经济的真实披露，业内人士的一手经历。豆瓣高分神作！, (7.5折) ,http://product.dangdang.com/410260757.html,¥237.90,unknow,¥178.40, 阿耐代表作(（大江东去套装（全3册）+艰难的制造）《琅琊榜》《欢乐颂》出品方正午阳光新剧《大江大河》原著小说《大江东去
p24020612,■怪谈，日本文化的精髓。 ■日本版《聊斋志异》，网罗日本经典、具代表性的鬼灵精怪传说。 ■《四谷怪谈》《人面疮物语》《皿屋敷》《魔王物语》 众多中国读者或曾听说，却未知其究竟的故事尽在其中。 ■真实世界中的 编舟记 故事：一位日本文学主编的良心传世之作，田中贡太郎毕生只专注于一件事：和怪谈相关的事。 ■京极夏彦必携的 创作灵感书 。, (6.5折) ,http://product.dangdang.com/24020612.html,¥118.00,南海出版公司,¥76.70, 全怪谈（全三册）
p25075984,《白轮船》曾经是内部发行的畅销 黄皮书 ，曾经是中国几代读者的 手抄书 精神背书 今天你会发现《白轮船》仍然是一枚精神炸弹！ 《白轮船》是一个小说版的 人与自然 ，如果你向往草原、森林、传说、动物；如果你除了追求善良、勇敢、浪漫，还想追求深刻，拯救信念，请打开这本书 一本完全超乎你想象的小说版 人与自然 ，一部永恒的的世界经典！ 只要你读到**段，你必将一直读下去；只要你读过*后一段，你必将永远记住《白轮船》！, (7.14折) ,http://product.dangdang.com/25075984.html,¥30.00,华东师范大学出版社,¥21.40, 白轮船（精装）
p22754007,, (5折) ,http://product.dangdang.com/22754007.html,¥20.00,上海文艺出版社,¥10.00, 废名.田园小说
p25220524,★ 探寻祖父辈的记忆，回溯经历二战的美国 伟大一代 的人生 ★ 书写一个人与一个世代的传奇，见证人类历史黑暗与荣光的时代 ★ 塞林格接班人，普利策小说奖得主，星云、雨果、轨迹、侧面四项科幻大奖得主，好莱坞编剧 ★ 美国国家书评人协会奖提名，卡内基文学奖提名， 索菲 布罗迪奖章（美国年度杰出犹太文学专项奖） ★ 《纽约时报》《华尔街日报》《华盛顿邮报》榜单推荐 ★ 美国亚马逊年度好书、iBooks年度小说 ★ 《纽约时报》2016年*美图书封面 ★ 游走于严肃文学与通俗文学的两级，打破纯文学与类型文学的人造隔离 ★ 用《阿甘正传》的方式写《大鱼》式的故事 ★ 回忆录式的小说，跨越真实与虚构的边界 ★ 首发特别附赠全方位解读作家迈克尔 夏邦之别册, (7.4折) ,http://product.dangdang.com/25220524.html,¥68.00,中信出版社,¥50.30, 月光狂想曲
p1001896191,, (3.92折) ,http://product.dangdang.com/1001896191.html,¥150.00,unknow,¥58.80, 正版书籍 世界经典文学名著 基督山伯爵 悲惨世界 复活 呼啸山庄 安娜卡列尼娜 双城记 中英文对照英汉互译双语图书 全
p1423166100,, (6.21折) ,http://product.dangdang.com/1423166100.html,¥110.00,unknow,¥68.21, 康熙大帝（全套 共4册 套装）二月河 文集 中国历史小说 “清帝小说鼻祖”二月河重磅之作！有史以来***、鲜活、启迪人
p23553106,做人就该这样，既来之则安之，高高兴兴，享受手头上拥有的事物。因为就这么些了，如果坚持认为得不到的才是*好的，分明是和自己过不去，有碍养生。——亦舒《灯火阑珊处》 “如何说再见系列”小说 《小宇宙》 《如何说再见》 《灯火阑珊处》 《这双手虽然小》 《世界换你微笑》 《假使苏西堕落》 ……, (5折) ,http://product.dangdang.com/23553106.html,¥25.00,东方出版社,¥12.50, 灯火阑珊处
p1405794391,, (9.01折) ,http://product.dangdang.com/1405794391.html,¥403.00,unknow,¥362.80, 贾平凹作品全集10册 自在独行 秦腔 浮躁 带灯 极花 高老庄 太白 贾平凹的独行世界 愿人生从容 游戏人间 愿人生从
p25186389,1、《内陆岛屿》是青年小说家、「ONE 一个」作者宋阿曼短篇小说集，收录12篇短篇菁华，12篇小说12段人生，微妙地展现了小说人物的各自命运。 2、本书是宋阿曼的倾力之作，收录的小说包括宋阿曼发表于各大文学杂志的作品，及其全新创作的小说，12篇小说作品细致刻画了丰富的内心！ 3、宋阿曼扎实的叙事和成熟的写作技巧，加上她独特的取材，使得她首部作品就已显现出她强烈的个人风格。 4、宋阿曼小说想象力丰富，故事主题深刻，文字极富力量，阅读本书就像开始一次奇妙的旅程。 5、《内陆岛屿》装帧精美，小说暗涌流动，人物内心挣扎，精彩的故事揭示了深刻的人性，阅读本书一定能收获一次非凡的阅读体验！, (5折) ,http://product.dangdang.com/25186389.html,¥38.00,江苏凤凰文艺出版社,¥19.00, 内陆岛屿
p23646422,★悬疑推理与魔幻现实兼收并蓄的奇书。 ★从十字军东征、圣杯传说，到基督教城市的兴起、教皇与皇帝之间的权力冲突，意大利西北部历史名城亚历山大的守护人波多里诺是一个天才的骗子，他声称自己讲述的一切都是假的，但有趣的是，他的谎言总是一出口就变成真…… ★《波多里诺》像是一具多采多姿的万花筒。它里面什么都有－－战争、谋略、权术、爱情、神学、异国冒险、奇人异事……到了后半段还安排了一场华丽的“密室连环杀人案之你可以死五次”，让读者过足重温《玫瑰的名字》的瘾。 ★《波多里诺》确实称得上是一本“才子书”，埃科就像是书中的波多里诺，满口胡言却又才华横溢，引人入胜。, (7.86折) ,http://product.dangdang.com/23646422.html,¥55.00,上海译文出版社,¥43.20, 波多里诺（精装版）
p1153864749,, (5.72折) ,http://product.dangdang.com/1153864749.html,¥35.00,unknow,¥20.00, 正版现货 银河帝国1基地 阿西莫夫《基地》银河帝国系列初中学校七年级推荐阅读中考江苏凤凰文艺出版社新华书店倾情推荐读客
p23365953,, (5折) ,http://product.dangdang.com/23365953.html,¥28.00,东方出版社,¥14.00, 圆舞（君生我未生，我生君已老。亦舒经典作品重现，风靡万千女性的爱情寓言和明世宝典。）
p24154772,★普通法医的职责是用科学解决尸体难题，而我的职责，是解决科学以外的难题！《法医禁忌档案》有别于常规法医犯罪推理小说，书中涉及的法医学以及犯罪心理知识较之同类小说更为专业，同时还增加了神秘灵异的故事，给人一种酣畅淋漓的阅读快感。 ★案情恐怖离奇，真实凶残，慎重阅读！事实上，每具尸体因死因不同，如被杀、溺亡、碎尸等，解剖时都有着不同的禁忌。《法医禁忌档案》将全面为您揭开解剖相关禁忌的神秘面纱。 ★什么？《法医秦明》看的不过瘾？那就来看本书吧！同为法医题材，作者用专业的视角揭开法医这个职业神秘的面纱！ ★《法医禁忌档案》*季上市后赢得了读者的一致好评，在万众读者的热情期盼下，《法医禁忌档案2》首揭 魔心罗汉 且末尸国 两大绝密档案，势要延续*部的销售佳绩！, (7.12折) ,http://product.dangdang.com/24154772.html,¥36.00,中国友谊出版公司,¥25.60, 法医禁忌档案.2
p23368517,, (6.88折) ,http://product.dangdang.com/23368517.html,¥39.00,人民文学出版社,¥26.80, 失落的秘符
p23783513,★刘慈欣诚意推荐： 当我们尽情畅想宇宙的种种可能性时，关于人类自身，我们却依然所知甚少。《亚特兰蒂斯》三部曲关注的就是人类和自身命运的连结。 人类从哪里来，要往哪里去？我们的祖先如何一次次逃脱毁灭性的史前大灾难，从食物链的底端进化为 万物之灵 ？小说中融合了大量的真实历史与科学幻想，对亘古以来的人种进化之谜做出了大胆而不失依据的猜想。精彩的情节，迷人的想象力，丰富的知识养分 无论你是否科幻小说的拥趸，这套作品都将带你踏上一段愉快而有益的探险之旅。 ★美国畅销逾百万册，超人气科幻新秀史诗巨作！ ★全人类都在读的人类命运之书！授出全球18种语言20多国版权，CBS films即将推出改编电影 ★完美融合真实历史与科学幻想，大胆揭示人种进化的终极秘密 ★风靡欧美的 人类起源三部曲 首部，稳踞畅销排行榜超过100, (7.09折) ,http://product.dangdang.com/23783513.html,¥39.80,四川文艺出版社,¥28.20, 亚特兰蒂斯：基因战争
p1451622140,, (4.94折) ,http://product.dangdang.com/1451622140.html,¥111.50,unknow,¥55.00, BX 1Q84（套装全3册）村上春树全集 1q84 蛰伏7年震撼之作 现当代小说文学 外国文学
p1351097075,, (8.43折) ,http://product.dangdang.com/1351097075.html,¥70.00,unknow,¥59.00, 卡尔维诺 我们的祖先三部曲 树上的男爵+不存在的骑士+分成两半的子爵(精)/卡尔维诺经典（精装）共3册 时代图书专营店
p22517037,红学家周汝昌先生诞辰100周年纪念版《石头记》随书附赠精美藏书票、精美书签 购买链接, (5折) ,http://product.dangdang.com/22517037.html,¥128.00,译林出版社,¥64.00, 石头记（上下） 周汝昌校订批点本
p23238874,中国*好的玄学小说 畅销百万完美珍藏版 与南派三叔、天下霸唱三分天下 持续6年“读者*期待”作品 一亿读者追文，请作者“一定要完本” 1~5卷 长达2个月作者重阅及修缮 150万字逐字斟酌，修订细节2000处以上 工作量不亚于重写 只为给大家提供值得收藏的完美精品 **电子畅销书《金刚经修心课：不焦虑的活法》，仅在@当当网, (5折) ,http://product.dangdang.com/23238874.html,¥29.80,百花洲文艺出版社,¥14.90, 茅山后裔1：传国宝玺
p25183539,尼安德特人灭亡之时 远古人类也遭遇了来自未来的灾难 了解英伦文化的捷径之书 英国国剧《神秘博士》新剧集官方小说 BBC指定 第九任博士*小说 《更优秀作品请进入新星出版社旗舰店》点击进入, (7.65折) ,http://product.dangdang.com/25183539.html,¥48.00,新星出版社,¥36.70, 神秘博士：人类唯一
p25173019,执念背后是深沉的爱，还是炽烈的恨？ 酩酊侦探VS神秘 白贵妇 一场依赖性与占有欲的争夺战 人气与口碑俱佳 获得日本年度书榜肯定 这本推理小说了不起！ 本格推理BEST10 天才作家西泽保彦珠玉短篇集 推理之神岛田庄司推荐必读 《更优秀作品请进入新星出版社旗舰店》点击进入, (7.46折) ,http://product.dangdang.com/25173019.html,¥35.00,新星出版社,¥26.10, 黑贵妇
p25234616,1. 汪东城、贾青主演《西夏死书》同名影视剧2018 重磅开播，一起回味小说经典。 2. 南派三叔鼎力推荐， 累计销售超 50 万册的超好看探险奇书。 3. 全本逐字精修，作者首次揭秘《西夏死书》诞生的心路历程以及人物的成型过程。 4. 故事紧张刺激、情节扣人心弦、场景描述恢宏壮观，令人身临其境，切身体会惊心动魄的探险旅程。, (5折) ,http://product.dangdang.com/25234616.html,¥36.80,金城出版社,¥18.40, 西夏死书2
p23670081,◆ 《零伯爵》是科幻小说宗师、赛博朋克之父威廉 吉布森的经典代表作。 ◆ 《黑客帝国》就是吉布森笔下的网络空间！ ◆ 我们是威廉 吉布森的狂热粉丝。 《黑客帝国》《云图》导演沃卓斯基姐弟 ◆ 《零伯爵》是 赛博朋克 圣经《神经漫游者》的续集，是赛博朋克小说流派的殿堂级著作。 ◆ 《零伯爵》不是《神经漫游者》的重复。这是一头全新的野兽，更古老、更诡异、更难以捉摸。 ◆ 恶魔确实存在，胜利一触即发！耀眼、颓废、弥散性的伤感，赛博空间里的流浪者史诗从这里开始。 ◆ 原作出版 30 年来，首次翻译成中文出版。资深科幻译者 By 倾情翻译。 ◆ 一个真正的文化现象。 《出版人周刊》 ◆ 出版 30 多年来，《零伯爵》给了我们 网络空间 虚拟现实 这些全新的概念，它将这个世界带到了信息时代，它提供, (4.99折) ,http://product.dangdang.com/23670081.html,¥39.90,江苏文艺出版社,¥19.90, 零伯爵
p25155241,一部让全世界怦然然心动的爱情小说 豆瓣文艺爱情电影排行榜Top10 媲美《廊桥遗梦》的浪漫唯美爱情小说 在一个不相信爱情的时代，重拾对爱情的信念。 我曾爱过一个人，用尽我的心和灵魂，对我而言，这就已经足够了。, (7.7折) ,http://product.dangdang.com/25155241.html,¥36.00,长江文艺出版社,¥27.70, 恋恋笔记本
p1450717467,, (6.73折) ,http://product.dangdang.com/1450717467.html,¥117.80,unknow,¥79.20, 正版包邮 中国现代职场三部曲：圈子圈套1战局篇+2迷局篇+3 终局篇 全三册 王强 著 畅销 职场胜
p1390324457,, (8.25折) ,http://product.dangdang.com/1390324457.html,¥216.00,unknow,¥178.00, 莫言文集全5册 檀香刑/丰乳肥臀/生死疲劳/蛙/红高粱家族 诺贝尔文学奖得主莫言代表作 现当代文学长篇小说书莫言的书
p25121363,★《蓝另一种蓝》作者，直木奖得主，山本文绪长篇小说代表作 ★与热播的《我的前半生》发出同样的拷问：当厮守一生的承诺变成一成不变的生活，男人和女人该如何面对这一切？ ★读了这本书，才会理解何为 婚姻不易，且行且珍惜 ，当你觊觎别人手中的幸福，别人也在觊觎你的幸福 ★知名设计师设计，精致双封，温暖阅读感受, (5折) ,http://product.dangdang.com/25121363.html,¥45.00,南海出版公司,¥22.50, 不回家的诱惑
p1111702559,, (5.1折) ,http://product.dangdang.com/1111702559.html,¥1244.5,unknow,¥634.00, 0元换购5次！！ 贾平凹作品全集 （20册） 原版小说畅销书籍中国当代社会长篇小说
p1210239950,, (3.82折) ,http://product.dangdang.com/1210239950.html,¥49.80,unknow,¥19.00, 百年孤独 汉英对照 中英文对照世界名著 外国小说中英文双语版 北京燕山出版社 百年孤独双语读物 世界名著经典书籍 9-
p23918427,☆ 美国总统肯尼迪、传奇作家张爱玲、英国布克奖得主 《狼厅》作者希拉里 曼特尔的挚爱作家 玛丽 瑞瑙特 ☆ 历史小说巨作 亚历山大三部曲 珍藏套装 ☆ 重现传奇王者亚历山大壮阔一生, (7.2折) ,http://product.dangdang.com/23918427.html,¥110.00,上海人民出版社,¥79.20, 亚历山大三部曲（天堂之火 波斯少年 葬礼竞技会）
p1046743960,, (4.46折) ,http://product.dangdang.com/1046743960.html,¥424.00,unknow,¥189.00, 【世界名著典藏版14册无删减】呼啸山庄巴黎圣母院 飘 童年高尔基 悲惨世界 红与黑大卫科波菲尔安娜卡列尼娜战争与和平（
p25063759,《儿童法案》是一部语言凝练有力，情感丰沛的小说。《儿童法案》这部新作中，麦克尤恩触及了又一个崭新的领域：法律。他用诗意的文学语言结合精准的法律术语，向读者展现了一个道德与法律的困境：到底是尊重宗教信仰、尊重人个人意志，还是应该坚持生命至上的原则？背负着文明社会的沉重枷锁，人性的天平*终将向哪一边倾斜？, (7.85折) ,http://product.dangdang.com/25063759.html,¥38.00,上海译文出版社,¥29.80, 儿童法案（麦克尤恩作品）
p22634921,在大陆，王小波、苏童、阿城、止庵是他的忠实粉丝 在台湾，朱天文，唐诺是卡尔维诺不余遗力的传播者 在香港，梁文道说他一直在准备谈卡尔维诺，可是一直没准备好 *全新“卡尔维诺经典”系列，译林独家版权出版，弥补多年市场空缺 *权威版本，全面修订2006年单行本译本，并增补卡尔维诺各作品自序、后记、注释等重要资料 *知名设计师全新装帧，精装双封设计，书脊烫金，封面采用原创线条图，赋予每部作品文学个性 “卡尔维诺经典”系列包含 通向蜘蛛巢的小径：卡尔维诺处女作，顽童皮恩的眼睛来描述的战争、性、英雄主义、历史…… 分成两半的子爵：卡尔维诺代表作，《我们的祖先》之一，王小波盛誉的完美作品 烟云 /阿根廷蚂蚁 意大利童话 （上、中、下）：因为卡尔维诺，《意大利童话》站在与, (7.36折) ,http://product.dangdang.com/22634921.html,¥25.00,译林出版社,¥18.40, 卡尔维诺经典：命运交叉的城堡（精装）
p23920559,★ 这一切绝非真实，这一切绝非虚构，在现实与想象的奇幻迷宫中，你能否开启智慧的通道？ 郑渊洁是当今中国最受孩子们欢迎的童话作家，有 童话大王 之称。他的童话作品以全新独特的面貌征服了全国亿万小读者，他笔下的皮皮鲁、鲁西西和舒克、贝塔，在中国孩子中无人不晓。《智齿》围绕着畅销书作家梁功辰的一颗智齿展开离奇的故事，我们可以从主人公身上处处看到郑渊洁的影子，甚至可以将这部现实与虚构交织的长篇小说看作郑渊洁的郑氏人生锦囊压缩丸。 披露作家郑渊洁形成过程的重要作品 理解郑渊洁的人生哲学、思想理念 认知作家与编辑、出版社的关系 ★不同于以往的全新体裁 长篇小说的杰作，具有郑渊洁作品独一无二的气质。适合大读者、小读者、老读者以及其他任何年龄的读者，在不同的, (6.65折) ,http://product.dangdang.com/23920559.html,¥42.00,中信出版社,¥27.90, 智齿
